,poem,prediction
12,poem/when-sessions-sweet-silent-thought-sonnet-30,1
13,poem/gods-grandeur,1
14,44564/ianthe-you-are-calld-to-cross-the-sea,0
15,146002/outbound,0
16,51515/smokers-of-paper,0
17,146237/halcyon-kitchen,0
18,40474/home-movies-a-sort-of-ode,0
0,poem/gitanjali-15,1
1,poem/sonnet-ochun,0
2,poem/substitution,0
3,54998/mean,0
4,poem/empire-dreams-excerpt-1,0
5,49043/madrigal-in-time-of-war,0
6,44635/keats,0
7,57755/the-crisis-of-infinite-worlds,0
8,145186/thirteen-implements,0
9,poem/julius-caesar-act-iii-scene-ii-be-patient-till-last,1
10,49456/a-magic-mountain,0
11,43812/a-red-red-rose,1
12,43985/france-an-ode,1
13,149500/ode-to-black-skin,0
14,poem/talking-his-reflection-shallow-pond,0
15,55268/christian-berard,0
16,54660/dominion-over-the-larger-animal,0
17,43772/parting-at-morning,1
18,44100/elegy-v-his-picture,1
0,44691/america-56d223e1ac025,1
1,poem/when-night-draws-remembering-keeps-me-wakeful,0
2,54042/103-korean-martyrs,0
3,poem/protest-0,0
4,56339/various-portents,0
5,poem/vindication,0
6,47359/the-mosquito,1
7,51618/implications-for-modern-life,0
8,56434/witness-56d238ecafca6,0
9,43694/bereavement-56d2227f84d2c,1
10,45267/to-quilca-a-country-house-not-in-good-repair,0
11,141956/before-the-beauty-or-how-could-u-forget,0
12,142883/net-light,0
13,47987/hotel-francois-1er,0
14,poem/tree-sparrows,0
15,55980/saint-stephens-day-with-the-griffins,0
16,58795/lynnes-car-washed-violently-down-off-the-cliff,0
17,poem/quaker-graveyard-nantucket,1
18,47948/the-man-with-the-hoe,1
0,24187/part-for-the-whole,1
1,55153/triptych-for-believers,0
2,51935/to-wordsworth,1
3,45555/song-at-the-feast-of-brougham-castle-upon-the-restoration-of-lord-clifford-the-shepherd-to-the-estates-and-honours-of-his-ancestors,1
4,46872/birdcage-walk,0
5,55213/idem-the-same-a-valentine-to-sherwood-anderson,0
6,45949/sing-me-a-song-of-a-lad-that-is-gone,1
7,43981/fragment-7-when-hope-but-made-tranquillity-be-felt,0
8,49047/days-of-our-years,0
9,48186/oread,1
10,45103/sonnet-107-not-mine-own-fears-nor-the-prophetic-soul,1
11,poem/daisy,0
12,44907/the-rape-of-the-lock-canto-2,1
13,poem/face-0,0
14,poem/lost-los-angeles,0
15,52082/toussaint-louverture,0
16,45875/fate-56d22595a165d,1
17,44471/fancy,1
18,51607/casualty-56d22f7512b97,1
0,45934/rutherford-mcdowell,1
1,42993/bath-56d221a8c0d0c,0
2,45471/i-saw-in-louisiana-a-live-oak-growing,1
3,poem/prestige,0
4,45579/i-find-no-peace,1
5,44953/the-old-swimmin-hole,1
6,45478/vigil-strange-i-kept-on-the-field-one-night,1
7,54283/bees-of-eleusis,0
8,55575/cool-dust,0
9,poem/remember-puns-brashbrandy,0
10,poem/miracles-0,1
11,49960/hutch-56d22c96ea298,1
12,poem/what-fire,0
13,44100/elegy-v-his-picture,1
14,45216/prosopopoia-or-mother-hubbards-tale,1
15,56134/after-the-auction-i-bid-you-good-bye,0
16,poem/modern-love-xxxii,0
17,48331/upon-the-hill-and-grove-at-bilbrough,0
18,poem/life,1
19,54267/no-words-can-describe-it,0
0,poem/hecuba-shores-da-nang-1965,0
1,45318/break-break-break,1
2,45153/astrophil-and-stella-3-let-dainty-wits-cry-on-the-sisters-nine,0
3,56603/minding-rites,0
4,poem/tis-first-snow,1
5,52701/getting-information-out-of-pa,0
6,53776/dreams-in-war-time,0
7,44103/good-friday-1613-riding-westward,1
8,58481/mcqueen-is-dead-long-live-mcqueen,0
9,45830/the-battle-of-tel-el-kebir,1
10,44096/the-calm,1
11,45752/paradise-regaind-book-4-1671-version,1
12,49603/hyacinth,0
13,48892/the-summer-bower,0
14,poem/toledo-sequestered-brides-christ,0
15,poem/electrocution,0
16,44306/the-progress-of-poesy-a-pindaric-ode,1
17,90198/ekphrastic,1
18,44469/endymion-56d2239287ca5,1
19,poem/modern-love-xi,1
0,19423/sylvesters-dying-bed,0
1,43089/the-freaks-at-spurgin-road-field,0
2,45550/she-was-a-phantom-of-delight,1
3,45117/the-cloud-56d2247bf4112,1
4,42539/killing-floor,0
5,poem/othello-act-iii-scene-iii-o-beware-my-lord-jealousy,0
6,149233/ghazal-with-prayer,0
7,poem/helium-sonnets,0
8,50250/we-never-know,1
9,45534/october-1803,1
10,43284/the-cap-and-bells,1
11,42824/the-laurel-tree,0
12,42609/sonnet-to-tell-the-truth,0
13,poem/thou-hast-her-it-not-all-my-grief-sonnet-42,1
14,44454/epitaph-on-elizabeth-l-h,0
15,43880/a-song-when-june-is-past-the-fading-rose,1
16,poem/no-time-thou-shalt-not-boast-i-do-change-sonnet-123,1
17,47976/stanzas-in-meditation-stanza-15,0
18,48747/the-props-assist-the-house-729,1
0,54774/mechanism,0
1,poem/seeing-larry-rivers-washington-crossing-delaware-museum-modern-art,1
2,47762/the-bungalows,0
3,45472/i-sing-the-body-electric,1
4,55449/the-milk-one,0
5,44711/modern-love-xlvi,1
6,43700/a-dialogue-between-old-england-and-new,1
7,poem/how-dismantle-heart,0
8,45530/most-sweet-it-is,1
9,47023/mirandas-drowned-book,0
10,poem/why-i-am-not-painter,1
11,poem/when-we-were-fearsome,0
12,52402/what-i-know-56d230d805aef,0
13,12599/the-beggars,0
14,44172/absalom-and-achitophel,1
15,44448/the-vanity-of-human-wishes,1
16,48067/wild-peaches,0
17,42391/rue,1
18,46534/the-vagrants-romance,0
0,51150/chatty-cathy-villanelle,1
1,43102/the-jain-bird-hospital-in-delhi,0
2,43315/my-dreams-my-works-must-wait-till-after-hell,1
3,43800/ca-the-yowes-to-the-knowes,1
4,58869/weaving-granite,0
5,57893/green-and-gold,0
6,poem/god-forbid-made-me-first-your-slave-sonnet-58,1
7,23758/height-is-the-distance-down,0
8,27979/the-door-56d211ce63a5f,1
9,44860/epitaph-56d2241ca135e,1
10,poem/preparing-residential-placement-my-disabled-daughter,0
11,55174/on-hurricane-jackson-56d236727ae2a,0
12,46791/by-the-waters-of-babylon,0
13,poem/hamlet-act-iii-scene-i-be-or-not-be,1
14,poem/ars-poetica-1002-rally,0
15,46999/cowgirl,0
16,57715/in-my-name,0
17,poem/ficus-carica-sonnet,0
18,12598/the-jester,0
0,50758/the-work-56d22e11a1f7a,0
1,54823/the-manhattan-project,0
2,56009/not-for-you-not-for-the-world,0
3,44350/if-love-now-reigned-as-it-hath-been,1
4,56197/fooled-me-for-years-with-the-wrong-pronouns,0
5,44085/it-was-not-death-for-i-stood-up-355,1
6,43645/an-inscription,0
7,43297/lapis-lazuli,1
8,poem/thirteen-ways-looking,0
9,poem/poor-lazarus,0
10,poem/burial-sardine,0
11,45665/the-gardener-38,1
12,42690/i-only-am-escaped-alone-to-tell-thee,1
13,43085/the-king-of-owls,0
14,54013/red-stains,0
15,45171/the-book-of-phillip-sparrow,0
16,48333/the-mower-against-gardens,1
17,poem/promesa,0
18,51490/the-country-whore,0
0,55670/on-new-years-eve,0
1,46998/the-phyllis,0
2,poem/how-will-i-address-him-when-hes-dead,0
3,51684/elegy-for-the-quagga,0
4,44471/fancy,1
5,50795/cy-twombly-beyond-a-system-for-passing,0
6,41592/update-on-the-last-judgment,0
7,43670/the-lamb-56d222765a3e1,1
8,42720/at-darien-bridge,0
9,40862/the-painter-of-the-night,0
10,51894/on-the-departure-of-the-nightingale,0
11,poem/negro-farmers-united-states,0
12,51207/seeing-the-eclipse-in-maine,1
13,54030/weaning,0
14,poem/whilst-i-alone-did-call-upon-thy-aid-sonnet-79,1
15,poem/pagan-passion,0
16,poem/spring-1,0
17,148377/elegies-5be30d5e74e61,0
18,44449/a-celebration-of-charis-i-his-excuse-for-loving,1
0,42817/on-the-lawn-at-the-villa,0
1,52680/note-held,0
2,44951/the-bumblebee,1
3,42792/monet-les-nympheas,0
4,poem/shakespeare,1
5,42843/somewhere,0
6,46452/to-an-athlete-dying-young,1
7,45938/the-little-white-hearse,0
8,poem/poem-pastoral-or-inquisition-memories-i-make-affirmation,0
9,poem/trans-study-untitled-4-facial-expression,0
10,poem/i-have-lived-my-whole-life-painting-called-paradise,0
11,58254/cephalic,0
12,54304/the-new-intelligence,0
13,22770/the-bloody-sire,1
14,142865/oklahoma,0
15,poem/cho-ate,0
16,poem/no-more-fire-here-sestina,0
17,poem/sonnet-laughing-below-unimagined-room,0
18,44485/to-homer,1
19,56049/from-romanticisms,0
0,45157/astrophil-and-stella-23-the-curious-wits-seeing-dull-pensiveness,0
1,poem/emily-dickinsons-bedroom,0
2,44729/at-a-vacation-exercise,1
3,55314/a-prayer-56d236c6bb760,1
4,44410/a-shropshire-lad-1-from-clee-to-heaven-the-beacon-burns,0
5,43988/hymn-before-sun-rise-in-the-vale-of-chamouni,1
6,47900/the-troubles-that-women-start-are-men,1
7,46493/canada-anemone,0
8,poem/music-hear-why-hearst-thou-music-sadly-sonnet-8,1
9,45014/the-house-of-life-71-the-choice-i,1
10,12954/retrospect,1
11,poem/lady-montrevor,0
12,52693/miss-scarlett,0
13,poem/elegy-death,1
14,55532/i-believe-there-is-a-song-that-is-stranger-than-wind-,0
15,poem/between-fulmination-and-adoration,0
16,poem/page-one,0
17,poem/die-muhle-brennt-richard,0
18,poem/gull-goes,0
19,45474/o-captain-my-captain,1
0,poem/cry-cicada,0
1,58539/somebody-said-the-riffs-sounded-like-metal,0
2,56005/ode-to-the-gain,0
3,161992/when-i-was-six-years-old,0
4,57321/a-e-f,1
5,145995/charlottesville-curriculum,0
6,58507/the-act-of-counting,0
7,45093/sonnet-33-full-many-a-glorious-morning-have-i-seen,1
8,44273/the-star-splitter,1
9,155783/alz-ghazal,0
10,47690/booker-t-and-web,1
11,41302/torcello,0
12,poem/weret-aught-me-i-bore-canopy-sonnet-125,1
13,54965/on-anti-biography,0
14,44747/sonnet-18-avenge-o-lord-thy-slaughterd-saints-whose-bones,1
15,44124/the-relic,1
16,45419/ode-to-stephen-dowling-bots-decd,1
17,45662/crossing-16,0
18,44900/an-essay-on-man-epistle-ii,1
0,42096/map-56d2208603eaa,0
1,45248/sonnet-1-dost-see-how-unregarded-now,1
2,poem/love-note-surely,0
3,poem/modern-love-xxvii,1
4,poem/lawless-pantoum,0
5,42524/hypocrite-women,0
6,48187/sea-poppies,0
7,46840/sunt-leones,1
8,12841/jan-kubelik,0
9,51880/on-education,1
10,55626/desert-56d237662c8db,0
11,56201/beautiful-poetry,0
12,52103/the-opal-sea,0
13,43420/john-lennon,1
14,44473/hyperion,1
15,46847/the-airy-christ,0
16,51929/misgivings-56d230036693f,1
17,46903/small-elegy,0
18,47260/beautiful-dreamer-serenade,1
0,57719/the-thing-about-feathers,0
1,poem/stilling-north,0
2,52082/toussaint-louverture,0
3,45371/northern-farmer-old-style,0
4,poem/modern-love-xxiii-0,1
5,54522/the-whip-56d234f509455,1
6,poem/do-thy-worst-steal-thyself-away-sonnet-92,1
7,poem/ivas-pantoum,0
8,poem/tired-all-these-restful-death-i-cry-sonnet-66,1
9,45437/on-a-girdle,1
10,46693/westray-1991,0
11,53222/five-poems-about-poetry,1
12,46282/x-mon-december-1744-hath-xxxi-days,0
13,43317/the-lovers-of-the-poor,1
14,42628/to-certain-critics,1
15,44734/sonnet-15-fairfax-whose-name-in-arms-through-europe-rings,1
16,poem/secrets-poetry,0
17,45516/elegiac-stanzas-suggested-by-a-picture-of-peele-castle-in-a-storm-painted-by-sir-george-beaumont,1
18,49048/blind-joy,0
0,55067/little-wife,0
1,47776/the-fable,0
2,51976/how-well-do-i-recall-that-walk-in-state,0
3,poem/modern-love-xxxv,0
4,45929/mrs-kessler,1
5,poem/zombie-blues-villanelle,1
6,49700/what-our-dead-do,0
7,poem/composed-upon-westminster-bridge-september-3-1802,1
8,47533/charles-augustus-fortescue,1
9,51635/the-crowds-cheered-as-gloom-galloped-away,0
10,58364/evanescent-hesse,0
11,45160/astrophil-and-stella-39-come-sleep-o-sleep-the-certain-knot-of-peace,1
12,45434/the-world-56d2250cca80d,1
13,43646/with-a-book,0
14,poem/after-reading,0
15,55012/warhol-madison-ave-9-11,0
16,44452/still-to-be-neat-still-to-be-dressed,1
17,48470/song-for-pythagoras,0
18,poem/little-love-god-lying-once-asleep-sonnet-154,1
0,45917/conrad-siever,1
1,45108/sonnet-130-my-mistress-eyes-are-nothing-like-the-sun,1
2,poem/gitanjali-39,1
3,45931/seth-compton,1
4,50126/two-poems-56d22cec5456a,0
5,48621/the-sponge,0
6,43316/jessie-mitchells-mother,0
7,poem/default-message,0
8,poem/modern-love-xxiv,1
9,46284/v-mon-july-1747-hath-xxxi-days,0
10,55559/late-summer-56d2374787589,1
11,45122/hymn-of-pan,1
12,48798/mourning-poem-for-the-queen-of-sunday,0
13,54852/book-2-epigram-22,0
14,poem/elegy-apples-pomegranates-bees-butterflies-thorn-bushes-oak-pine-warblers-crows-ants-and-worms,1
15,43825/darkness-56d222aeeee1b,1
16,poem/do-not-go-gentle-good-night,0
17,51972/and-change-with-hurried-hand-has-swept-these-scenes,0
18,poem/modern-love-xxxiv,1
0,57267/repression-of-war-experience,1
1,poem/how-do-i-love-thee-sonnet-43,1
2,poem/sissy,0
3,poem/o-noblesse-o,0
4,57322/for-the-fallen,1
5,58080/pantoum-of-the-great-depression,1
6,45015/the-house-of-life-72-the-choice-ii,0
7,44029/on-the-loss-of-the-royal-george,1
8,poem/why-didst-thou-promise-such-beauteous-day-sonnet-34,1
9,53465/conversation-4-on-place,0
10,54559/genie,0
11,poem/valentine-ernest-mann,1
12,58588/ghazal-for-white-hen-pantry,0
13,58633/crossing-a-city-highway,0
14,43219/summer-56d221ecea6eb,0
15,47150/perfect,1
16,poem/lifted,0
17,21896/carmel-highlands,0
18,46281/vii-mon-september-1742-hath-xxx-days,0
19,45107/sonnet-129-thexpense-of-spirit-in-a-waste-of-shame,1
0,45370/morte-darthur,1
1,57793/animal-time,0
2,48028/the-bridge-of-change,0
3,poem/poem-12,0
4,43001/way-station,0
5,42697/writing,1
6,poem/american-sonnet-my-past-and-future-assassin-any-day-now-you-will-have-ability-feed-name,0
7,55226/ancestral-lines,0
8,57800/dont-let-me-be-lonely-i-dont-usually-talk-to-strangers,0
9,46790/1492,1
10,44773/the-sleigh-bells,1
11,53555/order-56d232f1076ab,0
12,47918/the-donkey,1
13,poem/patience-ordinary-things,1
14,poem/if-there-be-nothing-new-which-sonnet-59,1
15,144844/cxiv,0
16,poem/i-am-little-world-made-cunningly-holy-sonnet-v,1
17,50609/what-he-thought,1
18,52666/my-soul-56d2315388e91,0
19,poem/station-40-chiriu-poet-ariwara-no-narihira-eight-bridges,0
0,52470/brian-age-seven,0
1,52303/to-wordsworth-56d230a825a05,1
2,46455/sonnet-55-not-marble-nor-the-gilded-monuments,1
3,55561/the-ocracoke-ponies,0
4,49313/kaddish,1
5,57161/abacus,0
6,48738/in-the-grand-manner,0
7,poem/american-sonnet-my-past-and-future-assassin-seven-ten-things,0
8,44266/mending-wall,1
9,47971/stanzas-in-meditation-stanza-1,0
10,poem/sonnet-day-when-waking-pertubed-sleep,0
11,poem/take-i-out,1
12,53526/a-memorable-fancy,0
13,poem/uses-poetry,1
14,poem/even-rain,1
15,poem/congaree,0
16,46002/to-w-p,0
17,44760/farewell-to-bath,0
18,47558/i-too,1
0,poem/self-portrait-weeping-woman,0
1,52981/blackbird-etude,0
2,44053/divine-epigrams-on-the-miracle-of-the-multiplied-loaves,1
3,42726/montana-pastoral,0
4,50775/the-difficulty-with-a-tree,0
5,44569/the-maids-lament,1
6,57089/sonnet-13,0
7,12582/symphony-of-a-mexican-garden,0
8,42863/in-golden-gate-park-that-day-,1
9,poem/uvalde-shooting-highlights-role-doors-security-plans,0
10,48130/the-confession-of-st-jim-ralph,0
11,poem/grandfather,0
12,42823/lines-written-near-san-francisco,0
13,50839/wac-a-mole-realismtm,0
14,45522/influence-of-natural-objects-in-calling-forth-and-strengthening-the-imagination-in-boyhood-and-early-youth,1
15,40555/wight,0
16,54744/someone-and-no-matter,0
17,poem/imperfect,0
18,47968/new,0
0,45316/the-star-56d224c697fbe,1
1,43005/invocation-to-the-social-muse,0
2,45013/the-house-of-life-66-the-heart-of-the-night,0
3,45091/sonnet-30-when-to-the-sessions-of-sweet-silent-thought,1
4,42930/the-children-56d2219685eb1,0
5,poem/argonauts,0
6,poem/lady-lazarus,1
7,56784/self-portrait-56d2399b690d0,0
8,43947/the-dying-child,1
9,46648/the-prospector,1
10,58022/this-is-a-shout-out-for-the-tenants-of-the-red-little-building-on-ocean-avenue,0
11,45012/the-house-of-life-41-through-death-to-love,1
12,48858/out-of-the-cradle-endlessly-rocking,1
13,poem/my-love-strengthend-though-more-week-seeming-sonnet-102,0
14,poem/river-sonnet,0
15,poem/letter-comes-and-visits-me,1
16,54084/memorizing-the-sun-rising-by-john-donne,1
17,48896/retirement-56d22a7fbaaf6,1
18,48924/the-summer-image,0
0,47432/looking-forward,1
1,47546/the-listeners,1
2,43735/sonnets-from-the-portuguese-7-the-face-of-all-the-world-is-changed-i-think,1
3,poem/sonnet-branches,0
4,45742/paradise-lost-book-6-1674-version,1
5,44894/epistles-to-several-persons-epistle-iv,1
6,43667/introduction-to-the-songs-of-innocence,1
7,poem/modern-love-xxxvii,0
8,47766/the-instruction-manual,1
9,47377/what-the-sexton-said,0
10,40311/paths-58e29f2c15d63,0
11,poem/introduction-mycology,0
12,47750/irony-56d2286e55d32,0
13,poem/fairest-creatures-we-desire-increase-sonnet-1,1
14,53156/delirium,0
15,52021/sunday-chimes-in-the-city,0
16,55875/lifeline,0
17,poem/improvisation-lines-isaac-blind,0
18,43703/in-honour-of-that-high-and-mighty-princess-queen-elizabeth,0
0,poem/drought-essay,0
1,54567/kora-in-hell-improvisations-xi,0
2,poem/echoes-0,1
3,45582/the-long-love-that-in-my-thought-doth-harbour,1
4,45517/extempore-effusion-upon-the-death-of-james-hogg,1
5,52376/last-night-56d230ca76ffd,0
6,poem/clares-song,0
7,poem/sprin-fevah,0
8,poem/modern-love-viii,0
9,poem/my-love-fever-longing-still-sonnet-147,1
10,51552/song-of-the-thunders,0
11,47429/a-high-toned-old-christian-woman,1
12,41947/to-the-light-of-september,0
13,58006/d-e-l-e-t-e-part-12,0
14,57533/poem-written-with-issa-the-kids-fighting,0
15,poem/discourse,0
16,57500/the-poem-that-took-the-place-of-a-mountain,1
17,58315/at-least-two-types-of-people,0
18,57093/reading-milosz,0
0,poem/aubade-city-change,0
1,poem/poor-soul-centre-my-sinful-earth-sonnet-146,1
2,poem/begin-again,0
3,54450/the-miser,0
4,43434/the-man-on-the-dump,0
5,44749/sonnet-16-cromwell-our-chief-of-men-who-through-a-cloud,0
6,55709/prologue-and-then-she-owns-you,0
7,poem/space-station-0,1
8,55878/naked-in-the-ditches,0
9,42868/london-crossfigured,1
10,53675/in-eight-parts,0
11,44113/holy-sonnets-thou-hast-made-me-and-shall-thy-work-decay,1
12,45372/northern-farmer-new-style,1
13,poem/whoever-hath-her-wish-thou-hast-thy-will-sonnet-135,1
14,161706/today-6577dc3d9c447,0
15,30346/the-correspondence-school-instructor-says-goodbye-to-his-poetry-students,1
16,poem/i-know-it-will-be-quiet-when-you-come,0
17,54312/variations-done-for-gerald-van-de-wiele-56d234838e371,0
18,46546/to-the-virgins-to-make-much-of-time,1
19,poem/unthrifty-loveliness-why-dost-thou-spend-sonnet-4,1
0,poem/lines-skull,0
1,45520/i-travelled-among-unknown-men,1
2,51516/sad-wine-i,0
3,44763/town-eclogues-tuesday-st-jamess-coffee-house,1
4,52013/a-salutation,0
5,47957/anchored-to-the-infinite,1
6,43798/ae-fond-kiss,1
7,poem/advice-young-poet,0
8,45169/song-from-arcadia-my-true-love-hath-my-heart-,1
9,poem/be-wise-thou-art-cruel-do-not-press-sonnet-140,1
10,46556/i-think-i-should-have-loved-you-presently,1
11,58084/stillborn-elegy,0
12,45162/astrophil-and-stella-64-no-more-my-dear-no-more-these-counsels-try,0
13,47747/a-side-street,0
14,51901/washing-day,0
15,54802/the-acts-of-youth,0
16,45987/the-flat-hunters-way,0
17,49455/ars-poetica-56d22b8f31558,1
18,poem/sonnet-92-behold-tree-autumns-dim-decay,1
19,poem/elegy-sol-lewitt,0
0,48703/ode-i-11,0
1,50776/a-love-letter,0
2,45425/christs-nativity,1
3,28057/the-performance,0
4,poem/left-boom,0
5,poem/battery-0,0
6,58574/the-amnesty,0
7,poem/exaqua-ive-begun-grow-fatigued,0
8,poem/all-poets-northeastern-north-carolina,0
9,43591/immortality-56d2225b5b53b,1
10,43754/an-epistle-containing-the-strange-medical-experience-of-karshish-the-arab-physician,1
11,55494/song-56d2372930a7c,1
12,poem/poetry-night,0
13,52876/formulary,0
14,56074/monday-56d238408062d,0
15,42307/bernal-hill,0
16,poem/tendril,0
17,poem/placidos-farewell-his-mother,0
18,47347/the-weary-blues,1
0,57048/little-exercise-56d23a2603ae7,1
1,46371/1959,0
2,57530/poem-written-with-buson-the-whole-country,0
3,poem/after-bob-across-street-fires-his-gun-tree-scare-raccoon-while-my-son-and-i-walk-rachel-shows,0
4,48856/on-the-beach-at-night-alone,1
5,poem/penelope-unravels,0
6,poem/pantoum-aiyana-not-single-hashtag,0
7,poem/gitanjali-11,1
8,42713/the-sheep-child,0
9,55501/charlie-howards-descent,1
10,45319/the-charge-of-the-light-brigade,1
11,54919/the-plate,0
12,poem/fragment-bride,0
13,54262/rain-56d23467ac47f,1
14,43111/the-wreck-of-the-thresher,0
15,43751/count-gismond0151aix-in-provence,1
16,47981/peripheries,0
17,poem/act-love,0
18,poem/hamlet-act-iii-scene-ii-nay-do-not-think-i-flatter,0
0,161989/mama-decia-coronas-de-novia,0
1,46781/the-benefactors,1
2,41215/apostrophe-to-the-apostrophe,0
3,poem/always-train,1
4,161711/madonna-of-the-chair,0
5,poem/ghazal-america-beautiful,0
6,42629/saturdays-child,1
7,55753/chinese-quatrains-the-woman-in-tomb-44,0
8,55675/the-sonnets-xli,0
9,44201/signs-of-the-times,1
10,44689/upon-appleton-house-to-my-lord-fairfax,1
11,43117/the-asians-dying,0
12,56359/nurse-marble,0
13,42165/the-god-of-inattention,0
14,poem/take-all-my-loves-my-love-yea-take-them-all-sonnet-40,1
15,55082/bay-window-lauds,0
16,poem/when-i-do-count-clock-tells-time-sonnet-12,1
17,45740/paradise-lost-book-4-1674-version,1
18,poem/sonnet-alef-bet-2,0
0,poem/nike-samothrace,0
1,48905/the-unknown-dead,1
2,46658/inside-out,1
3,poem/make-our-appetite-more-keen-sonnet-118,1
4,12583/to-one-unknown,0
5,poem/ii-alone,0
6,poem/phantasmagorique-15-painting-kathy-goodell,0
7,poem/backlit-glitter-chopped-horizon,0
8,43601/rugby-chapel,0
9,poem/protection,0
10,poem/gitanjali-48,1
11,poem/seeing-all-vermeers,0
12,45546/the-reverie-of-poor-susan,1
13,44904/imitations-of-horace,0
14,42862/dont-let-that-horse-,1
15,46008/the-old-maid,1
16,57019/dreams-of-avenging-the-dogs,0
17,poem/art-shooting-dark,0
18,54992/i-used-to-love-the-run-up-to-a-storm,0
0,44517/a-farewell-to-tobacco,0
1,42572/menstruation-at-forty,1
2,49633/the-foundry-garden,0
3,44182/marriage-a-la-mode,1
4,54163/footnote-to-howl,1
5,45092/sonnet-32-if-thou-survive-my-well-contented-day,1
6,47814/the-motorcyclists,0
7,43690/medusa-56d2227e48f6e,1
8,44325/the-darkling-thrush,1
9,44455/on-my-first-son,1
10,54863/book-7-epigram-47-de-hominis-ortu-sepultura-,0
11,44474/if-by-dull-rhymes-our-english-must-be-chaind,1
12,poem/my-tongue-tied-muse-manners-holds-her-still-sonnet-85,1
13,poem/time-does-not-bring-relief-sonnet-ii,1
14,47969/study-nature,0
15,46064/queer-people,0
16,44655/the-snail,1
17,47113/the-lobster,0
18,47979/stanzas-in-meditation-stanza-13,0
0,44744/sonnet-7-how-soon-hath-time-the-subtle-thief-of-youth,1
1,45748/paradise-lost-book-12-1674-version,1
2,46909/money-56d22701ce0cf,0
3,46663/blue-monday-56d2269d7b489,0
4,47272/montparnasse,1
5,poem/dream-pang,1
6,poem/aubade-ghost-hunt,0
7,56980/valerie-bertinelli,0
8,poem/wonder-and-joy,0
9,49313/kaddish,1
10,44830/interview-56d22412c4b44,0
11,45935/lucinda-matlock,1
12,55212/how-she-bowed-to-her-brother,0
13,44780/a-ballad-the-lake-of-the-dismal-swamp,1
14,45082/the-shooting-of-dan-mcgrew,1
15,44384/the-living-temple,1
16,45090/sonnet-29-when-in-disgrace-with-fortune-and-mens-eyes,1
17,poem/holocene-sonnet,0
18,150927/aubade-beginning-in-handcuffs,0
19,54866/book-4-epigram-7-our-fathers-did-but-use-the-world-before,0
0,56710/rhymes-for-a-watertower,0
1,45568/yarrow-unvisited,0
2,43801/comin-thro-the-rye,1
3,poem/refresh-refresh-refresh,0
4,poem/cupid-laid-his-brand-and-fell-asleep-sonnet-153,1
5,54849/book-2-epigram-4-ad-henricum-wottonum-,0
6,poem/shield-achilles,1
7,poem/you-were-once-unkind-befriends-me-now-sonnet-120,1
8,43311/sadie-and-maud,1
9,144825/all-the-american-poets-have-titled-their-new-books-the-end,0
10,49752/city-without-a-name,1
11,poem/then-hate-me-when-thou-wilt-if-ever-now-sonnet-90,1
12,poem/marriage-ancestral-hall-sun-village,0
13,57827/ginen-the-legends-of-juan-malo-a-malologue,0
14,42838/the-pool-56d2217a96939,0
15,poem/tomb-napoleon-elections-america-november-1912,0
16,54201/traveling-salesman,0
17,poem/i-grant-thou-wert-not-married-my-muse-sonnet-82,1
18,45493/the-worship-of-nature,1
19,58365/the-mad-man-from-macon,0
0,57423/winter-warfare,0
1,156405/outbreaks,0
2,54612/the-chamber,0
3,58365/the-mad-man-from-macon,0
4,poem/very-many-hands,0
5,45094/sonnet-53-what-is-your-substance-whereof-are-you-made,1
6,44204/when-de-con-pones-hot,1
7,46418/elegy-with-surrealist-proverbs-as-refrain,0
8,45269/on-stellas-birth-day,1
9,poem/remember-not,0
10,poem/nocturne-5,0
11,49236/one-hundred-love-sonnets-xvii,1
12,poem/v-neck-t-shirt-sonnet,0
13,48457/in-piam-memoriam,0
14,44261/the-death-of-the-hired-man,1
15,143921/inmate-of-happiness,0
16,poem/ghazal-what-hurt,1
17,poem/sonnet-xliv-thee-sun-doth-daily-rise-and-set,0
18,45373/oenone,1
0,poem/personal-history,0
1,45926/the-unknown-56d225a6ba899,0
2,poem/elegy-composed-new-york-botanical-garden,0
3,46078/my-raptor,0
4,46261/the-lonely-death,1
5,47733/autumn-begins-in-martins-ferry-ohio,1
6,poem/gods-world-0,1
7,43189/song-of-the-witches-double-double-toil-and-trouble,1
8,43113/ballad-of-john-cable-and-three-gentlemen,0
9,58658/satao,0
10,poem/how-winter-hath-my-absence-been-sonnet-97,1
11,48324/ametas-and-thestylis-making-hay-ropes,0
12,poem/war-photograph,1
13,42835/double-elegy,0
14,48927/country-of-the-proud,0
15,58571/dora-incites-the-sea-scribbler-to-lament,0
16,41090/beginnings-56d21f1d5ee85,0
17,53885/how-to-look-at-mexican-highways,0
18,43826/dear-doctor-i-have-read-your-play,0
0,55676/the-sonnets-l,0
1,45298/march-an-ode,1
2,143676/stepping-crow,0
3,54702/gulf-memo,0
4,poem/sonnet-archive-loves-failures-volumes-1-35-million,0
5,43611/youth-and-calm,0
6,45930/lambert-hutchins,1
7,55935/timothy-osullivan-photographer,0
8,58731/poetic-subjects,0
9,12841/jan-kubelik,1
10,145483/how-i-get-ready,0
11,47494/maximus-to-himself,1
12,49006/nick-and-the-candlestick,1
13,43604/sohrab-and-rustum,1
14,12582/symphony-of-a-mexican-garden,0
15,52010/the-sonnet,0
16,47496/i-maximus-of-gloucester-to-you,0
